# Exported on: 27.06.2024 22:08:17
Ginger 43|||Weinglas||5 cl|Likör 43|20 cl |Ginger Ale||Limette|||||||||||||||1|1|1|2|1||0|Im Glas bauen, Saft einer halben Limette ins Glas, mit Limettenscheibe und Zeste garnieren|normal|||||
Golden Dream|Shortdrink||Martiniglas||3 cl|Galliano Vanilla|3 cl|Triple Sec|3 cl|Orangensaft|3 cl|Sahne|||||||||||||1|2|2|0|1||0|Alle Zutaten mit ein paar Eiswürfeln in einen Shaker geben und kräftig schütteln|normal|||||
Harvey Wallbanger|Longdrink|Highballs|Highballglas||4,5 cl|Wodka|1,5 cl|Galliano Vanilla|9 cl|Orangensaft|||||||||||||||1|3|3|0|2||0|In ein Highballglas voller Eis zunächst den den Wodka, dann den Orangensaft geben; ganz kurz umrühren und mit einer Scheibe Orange servieren; mit dem Galliano toppen|normal|||||
Irish Coffee|||||2 TL|Zucker|12 cl|Kaffee|4 cl|Whisky||Sahne|||||||||||||2|1|0|0|2||0|Whiskey und Kaffee auf den Zucker in eine Tasse oder ein Glas gießen; kurz umrühren und mit der Sahne toppen|normal|||||
Tom Collins|Fizz und Collins|Highballs|Highballglas||6 cl|Gin|3 cl|Zitronensaft|1,5 cl|Zuckersirup|10 cl|Soda|||||||||||||1|2|2|1|1||0|Gin, Zitronensaft und Zuckersirup ins Glas geben und verrühren; mit Eis auffüllen und mit Soda toppen; mit Zitronenscheibe garnieren|normal|||||
Wildberry Lillet|Aperetif||Weinglas||5 cl|Lillet|10 cl|Schweppes Wild Berry|2|Himbeeren|1|Erdbeeren|||||||||||||3|3|3|0|1||0|Lillet Blanc in ein Weinglas geben, mit Eiswürfeln auffüllen und mit Schweppes Original Wild Berry aufgießen; geviertelte Erdbeere und Himbeeren dazugeben und vorsichtig umrühren|normal|||||
Long Island Iced Tea|Klassiker|Highballs|Highballglas||2 cl|ungereifter Rum|2 cl|Wodka|2 cl|Gin|2 cl |Tequila|2 cl|Triple Sec|1,5 cl|Limettensaft||Cola|||||||3|1|1|1|3||0|Alle Zutaten außer der Cola in ein Highball-Glas voller Eis schütten und umrühren; mit Cola auffüllen und mit einer Limettenscheibe garnieren|normal|||Tokio Iced Tea|Es existiert ein schöner Twist zum Long Island Iced Tea: ein giftgrüner Tokio Iced Tea!|
Martini Dry|Shortdrink||Martiniglas||6 cl|Gin|1 cl |trockener Wermut|1|Olive|1|Zitrone|||||||||||||2|0|0|1|2||2|Eiswürfel in ein Rührglas geben, Gin und Wermut dazugeben. Anschließend mit einem Barlöffel den Martini Dry gut umrühren. Das Ganze in ein gut gekühltes Martini-Glas füllen und mit Zitrone abspritzen|normal|||||
Mojito|Klassiker||Longdrinkglas||6 cl|ungereifter Rum|1 TL|weißer Rohrzucker|1|Limette||Minze||Soda|||||||||||3|2|1|1|2||0|Der Mojito wird direkt im Longdrinkglas zubereitet. Zucker, etwas Sodawasser, Minze und die zuvor geviertelte Limette in das Glas geben; anschließend alles mit einem Stößel zerdrücken; nun etwas crushed ice und den kubanischen Rum hinzugeben, mit Sodawasser auffüllen und kurz umrühren|normal|||||
Negroni|Aperetif||Tumbler||3 cl|Gin|3 cl|Bitterlikör|3 cl|roter Wermut||Orange|||||||||||||2|2|1|1|3||3|Alle Zutaten in ein mit Eiswürfeln gefüllten Tumbler füllen und vorsichtig umrühren; mit einer halben Orangenscheibe garnieren|normal|||||
Nocello Cream|||Martiniglas||2 cl|Nocello|2 cl|Kaffeelikör|2 cl|Whisky|2 cl|Sahne|evtl|Schokoflocken|||||||||||1|2|1|0|2||0|Der Nocello Cream wird mit Eiswürfeln im Shaker zubereitet; dazu einfach alle Zutaten hineingeben und kräftig schütteln; anschließend in ein Cocktailglas abgießen und den Nocello Cream Cocktail genießen|normal|||||
Old Fashioned|Shortdrink||Tumbler||6 cl|Whisky|0,5 cl |Zuckersirup|3 Spritzer|Angostura Bitter||Orange|||||||||||||2|0|0|0|3||0|Ein Rührglas mit Eis füllen; Whisky, Sirup und Angostura Bitters eingießen und etwa 1 Minute umrühren; in einen Tumbler mit frischem Eis abseihen; mit einer Orangenzeste abspritzen und garnieren. Twist: mit dunklem Zuckersirup probieren|normal|||||
Pep it|Longdrink||Longdrinkglas||4 cl|Whiskylikör|1,5 cl |Zitronensaft|3 Tropfen|Tabasco|15 cl |Bitter Lemon||Gurke|||||||||||1|0|1|2|1||0|Einige Eiswürfel ins Glas geben und den Southern Comfort, den Zitronensaft und den Tabasco hinzufügen; anschließend mit Bitter Lemon auffüllen und umrühren.|normal|||||
Pina Colada|Tiki||Hurricaneglas||6 cl|ungereifter Rum|2 BL|Cream of Coconut|10 cl|Ananassaft|1,5 cl |Limettensaft|2 cl|Sahne|||||||||||3|3|3|0|2||0|Alle Zutaten zusammen in den Shaker geben, die Sahne als allerletztes; Shaker mit Crushed Ice auffüllen, kräftig shaken; in Glas füllen, mit Crushed Ice auffüllen.|normal|||||
Planters Punch|Tiki|Punches|Quatschglas||4,5 cl|Jamaica-Rum|3,5 cl|Orangensaft|3,5 cl|Ananassaft|2 cl|Zitronensaft|3 Dashes|Angostura Bitter|1 cl|Grenadine|1 cl|Zuckersirup|||||||1|2|3|1|1||0|Alles auf Eis im Cocktailshaker durchschütteln und in einen Tiki-Becher mit frischen Eiswürfeln abseihen; mit Minze, Orange, Kirschen und/oder Ananas dekorieren|normal|||||
Raspberry Basil Collins|Fizz und Collins||Longdrinkglas||5 cl|ungereifter Rum|2 cl|Limettensaft|2 cl|Honigwasser|6|Basilikum|6|Himbeeren||Soda|||||||||1|2|2|2|1||0| Himbeeren und das Basilikum in einen Shaker geben und leicht mit einem Stößel zerquetschen; dann einige Eiswürfel hinzugeben und dann die weiteren Zutaten bis auf das Mineralwasser hinzufügen und kräftig schütteln; anschließend durch ein Barsieb in ein mit Eiswürfeln gefülltes Longdrinkglas abgießen und mit Mineralwasser auffüllen|normal|||||
Manhattan|Shortdrink|Klassiker|Coupette||6 cl|Whisky|3 cl|roter Wermut|2 Spritzer|Angostura Bitter|||||||||||||||3|2|0|0|3||3|Alle Zutaten zusammen auf Eis rühren und in eine Coupette abseihen|normal|||||
Sazerac|Shortdrink||Tumbler||6 cl|Whisky|1|Würfelzucker|0,25 cl|Absinth|3 Dashes|Peychaud's Bitters|||||||||||||1|1|0|0|3||0|Würfelzucker oder Zuckersirup in ein  ein Rührglas geben; Bitters ins Glas träufeln und Zuckerwürfel falls vorhanden mit dem Barlöffel zerdrücken; Eiswürfel und Whiskey dazugeben und etwa 45 Sekunden rühre; die Innenseite eines zweiten, vorgekühlten Glases mit ein paar Tropfen Absinth  benetzen; Drink in das Glas abseihen (ohne Eis); mit einer Zitronenzeste abspritzen und nach Wunsch dazugeben|normal|||||
Scarlett O'Hara|Shortdrink||Tumbler||4 cl|Whiskylikör|3 cl|Cranberrysaft|2 cl|Limettensaft|||||||||||||||1|2|2|1|2||0|Alle Zutaten mit einigen Eiswürfeln im Shaker kräftig schütteln; den Cocktail in das Glas abseihen und servieren.|normal|||||
Sex on the Beach|Klassiker|Punches|Hurricaneglas||4 cl|Wodka|4 cl|Pfirsichlikör|4 cl|Orangensaft|4 cl |Cranberrysaft|2 cl|Zitronensaft|||||||||||3|3|3|2|1||0|Alle Zutaten auf Eiswürfeln kräftig shaken; in ein Hurricaneglas voller Crushed Ice abseihen; mit einer Zitronenscheibe und einer Cocktail-Kirsche garnieren|normal|||||
Sidecar|Sours||Martiniglas||6 cl|Cognac|3 cl|Triple Sec|3 cl |Zitronensaft|||||||||||||||1|0|0|3|3||0|Alles zusammen auf Eis shaken; in ein vorgekühltes Martiniglas abseihen; mit einer Orangenzeste garnieren|normal|||||
Solero|Longdrink||Longdrinkglas||2 cl|Wodka|1 cl|Vanillesirup|1 cl|Zitronensaft|3 cl|Orangensaft|5 cl|Maracujasaft|Optional|Sahne|||||||||1|2|3|1|1||0|Alle Zutaten miteinander vermengen (wenn vorhanden im Elektromixer) und anschließend in ein mit Eiswürfeln gefülltes Longdrinkglas abgießen|normal|||||
Tequila Sunrise|Punches||Hurricaneglas||6 cl |Tequila|1,5 cl|Triple Sec|7,5 cl|Orangensaft|2 cl |Limettensaft|1 cl|Grenadine|||||||||||3|3|2|1|2||0|Grenadine in ein Glas voll mit Eis geben; restliche Zutaten auf Eis shaken und abseihen, dabei die Schichtung beibehalten; Bei Bedarf kurz umrühren; mit Orangenscheibe und Kirsche garnieren|normal|||||Dieser Drink hat seine frühsten Wurzeln in den 1920ern: In der Rennbahn von Agua Caliente im Bundesstaat Tijuana wurde damals diese Variante mit Tequila, Grenadine, Zitronenlimonade und Crème de Cassis ausgeschenkt. Während der Prohibition lernten die Besucher aus den USA, die sich hier von der Trockenheit zu Hause erholten, den Drink kennen und verbreiteten ihn nach dem Ende der Prohibition 1933 auch zu Hause.<br><br>Weil es in den USA aber kaum Cassis gab, dafür aber vor allem in Kalifornien jede Menge Orangen, ersetzte man die Limonade durch O-Saft und den Cassis durch … naja, erstmal durch gar nichts. Die heute weitverbreitete Grenadine kam in den 1970ern dazu, zum ersten Mal vermutlich eingesetzt von Bobby Lozoff und Billy Rice, zwei Bartendern aus Sausalito. Weil in Ihrer Bar “The Trident” im Jahr 1972 die Kick-Off-Party zur Tour der Rolling Stones Tor stattfand, soll der Legende nach Mick Jagger sich in diese modernen Interpretation verliebt haben und aktiv dabei mitgeholfen haben, sie über die kompletten USA hinweg bekannt zu machen. Keith Richards nannte die Tour in seiner Biographie sogar die “Cocaine and Tequila Sunrise Tour”.
Tropicana|Fruchtig|Longdrink|Hurricaneglas||6 cl|Cachaca|1 cl|Creme de Bananes|1 cl|Kokossirup|1 cl|Blue Curacao|6 cl|Orangensaft|6 cl|Maracujasaft|||||||||1|3|2|0|1||0|Alles außer Blue Curacao shaken und abseihen auf ein mit Eis gefülltes Glas; Blue Curacao hinzufügen und Schichtung beibehalten; mit Orangenscheibe garnieren|normal|||||
White Lady|Sours||Coupette||6 cl |Gin|2 cl|Triple Sec|1 cl|Zuckersirup|3 cl|Zitronensaft|2 Spritzer|Angostura Bitter|1|Eiweiß|||||||||2|2|0|3|3||0|Dry Shake; anschließend mit Eis shaken und abseihen; mit Zitronenzeste abspritzen und garnieren|normal|||||
White Russian|Espressos|Shortdrink|Tumbler||6 cl|Wodka|3 cl|Kaffeelikör|3 cl|Sahne|||||||||||||||2|1|0|0|2||0|Sahne leicht anschlagen, sodass sie gerade noch flüssig ist; Tumbler mit Eiswürfeln füllen; Wodka und Kaffeelikör einfüllen und kurz umrühren; mit Sahne toppen und noch einmal kurz umrühren, sodass die Schichtung erhalten bleibt|normal||||Der White Russian ist das Lieblingsgetränk der Hauptfigur des von den Coen-Brüdern gedrehten Spielfilms The Big Lebowski von 1998. Dort verwendet „The Dude“ allerdings statt angeschlagener Sahne Half & Half. Dabei handelt es sich um ein in den Vereinigten Staaten angebotenes Fertigprodukt, dessen Fettgehalt von etwa 12,5 % zwischen Sahne und Milch angesiedelt ist. Außerdem die Schwester des Black Russian. Dieser entspricht in der Zubereitung dem White Russian, jedoch ohne Sahne.  |
Swimming Pool|Tiki|Longdrink|Hurricaneglas||2 cl|Wodka|2 cl|ungereifter Rum|1 cl|Blue Curacao|2 cl|Cream of Coconut|2 cl|Sahne|||||||||||3|3|3|0|1||0|Alles außer Blue Curacao shaken und abseihen auf ein mit Eis gefülltes Glas; Blue Curacao hinzufügen, dabei nicht auf Schichtung achten; mit Ananas garnieren|normal|||||
Whisky Soda|Highballs||Longdrinkglas||6 cl|Whisky|12 cl|Soda|||||||||||||||||2|0|0|0|1||0|Whisky in ein gerne vorgekühltes Glas geben; kleine Eiswürfel rein und rühren; einen großen Eiswürfel dazu; Soda dazugeben und kurz rühren|normal|Eine Schandtat.||||
Clover Club|Fruchtig|Sours|Coupette||6 cl|Gin|3 cl|Zitronensaft|2 cl|Himbeersirup|3|Himbeeren|1|Eiweiß|||||||||||1|1|2|3|2||0|Himbeeren mit Barlöffel oder Stößel andrücken und mit Eis und allen weiteren Zutaten shaken; ohne Eis ein zweiter dry shake; in gerne vorgekühlte Coupette abseihen; mit frischen Himbeeren garnieren|normal|||||
Amaretto Sour|Sours||Tumbler||4,5 cl|Amaretto|2 cl |Whisky|3 cl|Zitronensaft|1 BL|Zuckersirup|0,5|Eiweiß|||||||||||1|1|0|3|2||0|Erst ohne, anschließend mit Eis shaken; abseihen; mit Zitronenzeste und Cocktailkirsche garnieren|normal|||||
Hurricane|Tiki|Longdrink|Hurricaneglas||5 cl|ungereifter Rum|5 cl|gereifter Rum|3 cl|Limettensaft|3 cl|Orangensaft|1,5 cl|Zuckersirup|2 cl|Maracujasaft|1 BL|Grenadine|||||||2|3|2|1|3||0|Grenadine in ein Glas voll mit Eis geben; restliche Zutaten auf Eis shaken und abseihen, dabei die Schichtung größtenteils beibehalten; mit Crushed Ice überhäufen; mit Orangenscheibe und Kirsche  oder was auch immer da ist garnieren|normal|stramm.||||
Mexikaner|Shooter||Shotglas||10 cl|Korn|10 cl|Sangrita|20 cl|Tomatensaft||Salz||Pfeffer||Tabasco|||||||||2|0|3|0|2||0|Zutaten verrühren und in eine saubere Flasche geben; im Kühlschrank kalt stellen; in Shotgläsern servieren|normal|||||
Bumble Coffee (Abwandlung)|Espressos|Longdrink|Longdrinkglas||4 cl|Wodka|3 cl|Espresso|9 cl|Orangensaft|||||||||||||||1|2|2|0|1||0|Wodka und Orangensaft shaken, mit Eiswürfeln ins Glas geben; Espresso obenauf schichten|normal|Die Abendvariante des Frühstückcocktails|Eric|||Für den Mix aus Orangensaft und Espresso hat sich der Name “Bumble Coffee” durchgesetzt. “Bumble” bedeutet im Deutschen “summen” und erinnert an das englische Wort “bumblebee”, was auf Deutsch wiederum “Hummel” bedeutet. Ein passender Name für einen gelb-schwarzen, sommerlichen Frühstücksdrink! Nun ja, so wird er zu einem Frühstück nebst einem Croissant gereicht. Zu späterer Stunde zeigt er sich gepaart mit Wodka von einer neuen Seite. 
Espresso Martini|Espressos|Shortdrink|Martiniglas|Coupette|4 cl|Wodka|4 cl|Kaffeelikör|4 cl|Espresso|||||||||||||||2|1|0|0|2||0|Auf Eis shaken (richtig kräftig für eine schöne Krone); abseihen auf eine gerne vorgekühltes Glas|normal|Das neue Kultgetränk||||Der Espresso Martini hat seine Wurzeln in den 80er Jahren und wurde von Barkeeper Dick Bradsell erfunden. Die Inspiration kam von einem berühmten Model, das sich einen Drink wünschte, der – frei übersetzt – “wach und blöd” macht. Eine unkomplizierte Anforderung, die zur Geburt eines ebenso unkomplizierten, aber genialen Cocktails führte.
Berry 51|Fruchtig|Shortdrink|Tumbler||3 cl|Cachaca|3 cl|Brombeerlikör|3 cl|Weißwein|3|Brombeeren|3|Himbeeren|||||||||||1|2|3|0|1||0|Hälfte der Beeren zerstoßen und mit Eis in den Tumbler geben; Rest shaken und abseihen|normal|||||Berry 51 ist ein perfekter Sommer-Cocktail! Wer den herrlich fruchtigen Cocktail erfunden hat, lässt sich schwer nachvollziehen. Tatsache ist aber, dass der Cocktail auf Basis von Cachaca, Brombeerlikör und Weißwein nicht nur für das Auge ein Highlight darstellt, sondern auch höchsten Trinkgenuss bereitet. Der Name Berry 51 ist auf den Cachaca 51 und die zum Rezept gehörenden Beeren zurückzuführen. Die frischen Brombeeren und Himbeeren, die dem erquickenden Cocktail zugefügt werden, harmonieren perfekt. Auch wenn der Berry 51 keine große Geschichte nachweisen kann, könnte er sich zum neuen Sommer-In-Getränk entwickeln und bietet eine wunderbare Cocktail-Alternative für alle Hugo oder Aperol-Spitz Liebhaber.
Grashopper|Aperetif||Martiniglas||3 cl|Creme de Cacao weiß|3 cl|Pfefferminzlikör|3 cl|Sahne|||||||||||||||1|3|1|0|1||0|Alles shaken; in ein gerne gekühltes Glas ohne Eis abseihen|normal|||||
Chamble|Sours||Tumbler||4 cl|Gin|2 cl|Zitronensaft|1 cl|Zuckersirup|2 cl|Kirschlikör|6-8|Kirschen|||||||||||0|2|3|2|1||0|Kirschen in einem Tumbler mit dem Stößel andrücken; mit Crushed Ice auffüllen; Gin, Zitronensaft und Zuckersirup auf Eis shaken und in den Tumbler abseihen; Mit Kirschlikör toppen und mit Kirschen und Zitronenscheibe garnieren|normal|eine Abwandlung des Brambles|Eric|||
Singapore Sling|Punches|Fizz und Collins|Longdrinkglas||3 cl|Gin|1,5 cl|Kirschlikör|1,5 BL|Triple Sec|1,5 BL|Kräuterlikör|1 cl|Grenadine|1,5 cl|Limettensaft|1 Spritzer|Angostura Bitter|12 cl|Ananassaft|||||1|3|3|1|1||0|Auf Eis shaken; in ein mit Eiswürfeln gefülltes Glas abseihen. |normal|||||Die Bezeichnung Singapore Sling verwendet erstmals Harry Craddock in seinem einflussreichen Savoy Cocktail Book aus dem Jahr 1930. Er besteht aus Gin, Cherry Brandy und Zitronensaft und wird mit Sodawasser aufgefüllt. Direkt darunter folgt das Rezept eines Straits Sling für sechs Personen, der die gleichen Zutaten enthält, jedoch zusätzlich mit Bénédictine und Cocktailbitter verfeinert wird.<br><br>Die Rezeptur des heute im Raffles Hotel servierten, fruchtigen Singapore Sling mit Ananassaft, Grenadine und Orangenlikör wurde erst um 1936 notiert – zu einer Zeit, als in den Restaurants von Trader Vic und Don the Beachcomber Tiki-Cocktails mit Rum und Säften in Mode kamen.
Straits Sling|Longdrink||Hurricaneglas|Longdrinkglas|6 cl|Gin|1,5 cl|Kirschlikör|1,5 cl|Kräuterlikör|2 Spritzer|Angostura Bitter|2 Spritzer|Orange Bitter|3 cl|Zitronensaft||Soda|||||||1|0|0|1|2||2|Alles bis auf Soda auf Eis shaken; auf ein mit Eis gefülltes Glas abseiehn; mit Soda toppen; mit Strohhalm und Orangenscheibe und Cocktailkirsche garnieren. Eine andere seriöse Quelle empfiehlt Kirschwasser statt Kirschlikör. |normal|Der Vorläufer des Singapore Sling||Ein Balett von Gin und Kräuterlikör|Herzstück des Drinks ist die Kombination aus Gin und dem Kräuterlikör D.O.M. Bénédictine. Letzterer ist, abgesehen von den wenigen Dashes Orange und Angostora Bitters, auch die einzige Süßequelle in dem Drink. Das verdeutlicht, wohin die Reise aromatisch geht: Der Straits Sling ist kein Drink für Leute, die am liebsten den Restlöffel Honig ablecken, mit dem sie ihren Ingwertee verrührt haben.<br><br>Man ist beim Blick auf die Rezeptur sogar versucht zu sagen: Eigentlich müsste da doch noch etwas Süßes rein. Muss es aber nicht. Der herbal-bittersüße Doppelpunch des mit 48% Vol. sehr kräftigen, französischen Klosterelixiers bildet ein ausreichend stabiles Rückgrat des Drinks. Um diesem herum tanzen Gin und Kirschwasser ihr knackiges Ballet, unterstützt von der Frische der Zitrone.|Der Straits Sling ist der direkte Vorfahre des Singapore Sling, quasi die erwachsene Version davon. Gut, ist auch nicht schwierig. Die Rezepte für seinen Nachfahren lesen sich meist so, als hätte jemand sich an Omas Hausbar bedient, weil auf der 80er-Jahre-Party der Schnaps ausgegangen ist. Tatsächlich muss man für die Story dieser süßen Verführung aber viel weiter zurückgehen in der Cocktail-Geschichte: Noch bevor das Wort “Cocktail” überhaupt so richtig bekannt war, noch vor die Zeit des ehrwürdigen Old Fashioned. Damals, Anfang des 18. Jahrhunderts war ein Sling ein Drink aus Spirituose, Wasser, Zucker und Muskatnuss – fügte man Bitters hinzu, war’s ein Bittered Sling. Und ließ man im Bittered Sling die Muskatnuss weg, war’s ein Cocktail.<br><br>Springen wir 100 Jahre nach vorn und tatsächlich nach Singapur: Irgendwann zwischen 1899 und 1915 erfindet der chinesische Bartender Ngiam Tong Boon einen Drink namens Straits Sling in der Bar des Raffles Hotels. Schon der hat nicht das geringste mit klassischen Slings zu tun - im Nachhinein ist das aber das geringste Problem. Die Kontroverse darum, ob der Straits Sling wirklich der Urvater des Singapore Sling ist und ob beide wirklich auf Boon zurückzuführen sind, ist enorm. Cocktail-Historiker schätzen die Wahrscheinlichkeit aufgrund von Zeitungsberichten aus dieser Zeit als hoch ein, Zweifel bleiben. Woran keine Zweifel bleiben: Das Original ist ein wahnsinnig guter Drink, den ihr euch als Fan klassischer Cocktails nicht entgehen lassen solltet. Als Freund von Singapore Slings aber vielleicht schon.
Pornstar Martini|Shortdrink|Aperetif|Martiniglas||4 cl|Wodka|4 cl|Passionsfruchtlikör|4 cl|Prosecco|2 cl|Limettensaft|1 cl|Vanillesirup||Passionsfrucht|||||||||2|2|2|1|1||0|Zwei Passionsfrüchte waschen und aufschneiden; die Kerne entfernen und drei Hälften in den Shaker geben; die restlichen Zutaten bis auf den Champagner ebenfalls hinzugeben und zusammen mit einigen Eiswürfeln kräftig schütteln; durch ein Barsieb in das zuvor gekühlte Cocktailglas abgießen; erst dann den Champagner dem Porn-Star-Martini zufügen; Die übrig gebliebene Hälfte der Passionsfrucht mit zum Porn Star Martini ins Glas geben.|normal|||Ist es ein Martini?|Nein. Der Pornstar Martini ist im eigentlichen Sinne kein Martini, da er deutlich zu viel abweichende Zutaten enthält. Der klassische Martini ist ein puristischer Drink, der mit Gin oder Vodka und meist trockenem Vermouth gemixt wird.|Der Pornstar Martini wurde Anfang der 2000er-Jahre von der Mixing-Legende Douglas Ankrah in der Townhouse Bar in London entwickelt. Ursprünglich war der Drink unter dem Namen Maverick Martini bekannt. Mit der Umbenennung in Pornstar Martini wurde der Cocktail dann richtig populär. Zur Erklärung für den Namen existieren zwei Versionen:<br>Douglas Ankrah nannte den Pornstar Martini so weil es ein Drink ist, der von einem Pornostar bestellt werden würde.<br>Der Pornstar Martini wurde so genannt, weil Douglas Ankrah von einem Besuch im Stripclub Mavericks Gentlemen’s Club in Kapstadt zu diesem Drink inspiriert wurde.<br>Welche oder ob überhaupt eine dieser Versionen stimmt bleibt wohl ungeklärt. Douglas Ankrah kann zur Auflösung jedenfalls nichts mehr beitragen, er verstarb unterwartet im Jahr 2021.
Aperol Paloma|Aperetif||Weinglas||5 cl|Tequila|3 cl|Bitterlikör|5 cl|Triple Sec|5 cl|Grapefruitsaft|1,5 cl|Limettensaft|||||||||||1|2|1|1|2||1|Auf Eis shaken; abseihen; mit Grapefruit- und / oder Limettenscheibe garnieren; optional Zuckerrand|normal||||Die Neuauflage des Aperol Spritz. Aber ein bisschen strammer. |
